,3SsnPorch,BedroomAbvGr,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,EnclosedPorch,Fence,FullBath,Functional,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,LotArea,LowQualFinSF,MiscVal,OpenPorchSF,PavedDrive,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,Zoning_Rating,Neighborhood_Rating,Cond_Artery,Cond_Feedr,Cond_Norm,Cond_RRNn,Cond_RRAn,Cond_PosN,Cond_PosA,Cond_RRNe,Cond_RRAe,BH_2FmCon,BH_Duplx,BH_TwnhsI,BH_TwnhsE,BH_1.5Fin,BH_1Story,BH_2.5Unf,BH_2Story,BH_SFoyer,Overall_Score,Building_Age,Remod_Age,Ext_AsbShng,Ext_AsphShn,Ext_BrkComm,Ext_BrkFace,Ext_CBlock,Ext_CemntBd,Ext_HdBoard,Ext_ImStcc,Ext_MetalSd,Ext_Other,Ext_Plywood,Ext_Stone,Ext_Stcco,Ext_VinylSd,Ext_Wd Sdng,Ext_WdShing,MasVnr_Rating,Exter_Rating,Bsmt_Rating,BsmtFin_Rating,Fireplace_Rating,Garage_Rating,Pool_Rating,1,2,3,4,5,6,7,8,9,10,11,12,2006,2007,2008,2009,2010,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,SaleType_COD,SaleType_Con,SaleType_Deed,SaleType_New,SaleType_Oth,Street_Grvl,Street_Pave
11,0,4,1.0,0.0,177.0,1,0,0,3,10,2324,0,10,1,11924,0,0,21,2,0,11,1175.0,147,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572,50,50,9980.0,14,184.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
12,0,2,1.0,0.0,175.0,1,0,0,1,10,912,0,5,1,12968,0,0,0,2,176,4,912.0,140,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,46,46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,25,5159.0,0,44.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
13,0,3,0.0,0.0,1494.0,1,0,0,2,10,1494,0,10,1,10652,0,0,33,2,0,7,1494.0,160,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,612,35,35,0.0,7,147.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
14,0,2,1.0,0.0,520.0,1,176,5,1,10,1253,1,5,1,10920,0,0,213,2,0,5,1253.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,48,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212,25,25,3665.0,3,61.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
15,0,2,0.0,0.0,832.0,1,0,10,1,10,854,0,10,1,6120,0,0,112,2,0,5,832.0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,25,0.0,0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
16,0,2,1.0,0.0,426.0,1,0,0,1,10,1004,0,10,1,11241,0,700,0,2,0,5,1004.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,25,25,4046.0,5,120.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
17,0,2,0.0,0.0,0.0,1,0,0,2,10,1296,0,5,2,10791,0,500,0,2,0,6,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,39,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0.0,0,64.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,0,3,1.0,0.0,468.0,1,0,0,1,10,1114,1,10,1,13695,0,0,102,2,0,6,1114.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,25,6460.0,0,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
19,0,3,0.0,0.0,525.0,1,0,7,1,7,1339,0,5,1,7560,0,0,0,2,0,6,1029.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,51,44,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,25,25,1512.0,0,36.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
20,0,4,0.0,0.0,1158.0,1,0,0,3,10,2376,1,10,1,14215,0,0,154,2,0,9,1158.0,240,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380,35,50,0.0,7,149.275,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
21,0,3,0.0,0.0,637.0,1,205,10,1,10,1108,0,10,1,7449,0,0,0,0,0,6,637.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,25,0.0,7,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
22,0,3,0.0,0.0,1777.0,1,0,0,2,10,1795,0,10,1,9742,0,0,159,2,0,7,1777.0,171,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,281,35,35,0.0,7,93.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
23,0,3,1.0,0.0,200.0,1,0,0,1,10,1060,0,5,1,4224,0,0,110,2,0,6,1040.0,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,35,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,35,8400.0,5,71.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,0,3,1.0,0.0,204.0,1,0,7,1,10,1060,0,10,1,8246,0,0,90,2,0,6,1060.0,406,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,42,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,25,5992.0,5,33.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
25,0,3,0.0,0.0,1566.0,1,0,0,2,10,1600,0,10,1,14230,0,0,56,2,0,7,1566.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1280,35,35,0.0,7,155.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,0,3,0.0,1.0,180.0,1,0,0,1,10,900,0,5,1,7200,0,0,32,2,0,5,900.0,222,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,25,4572.0,0,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27,0,3,1.0,0.0,486.0,1,0,0,2,10,1704,0,10,1,11478,0,0,50,2,0,7,1704.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400,35,50,12180.0,7,135.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,0,2,1.0,0.0,207.0,1,0,0,1,10,1600,0,5,1,16321,0,0,258,2,0,6,1484.0,288,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,49,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,60,6385.0,14,55.825,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29,0,1,0.0,0.0,520.0,0,87,0,1,10,520,0,3,1,6324,0,0,0,2,0,4,520.0,49,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24,81,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,25,0.0,0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30,0,3,0.0,0.0,649.0,0,172,7,1,10,1317,0,5,1,8500,0,0,54,0,0,6,649.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,88,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0.0,0,18.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
31,0,3,0.0,0.0,1228.0,1,0,7,1,10,1228,1,7,1,8544,0,0,65,2,0,6,1228.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,42,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0,33.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32,0,3,0.0,0.0,1234.0,1,0,0,2,10,1234,0,10,1,11049,0,0,30,2,0,7,1234.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,50,0.0,0,84.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,0,4,0.0,1.0,380.0,1,0,0,1,10,1700,1,7,1,10552,0,0,38,2,0,6,1398.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,51,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,7126.0,7,78.225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
34,0,2,1.0,0.0,408.0,1,0,0,2,10,1561,0,10,1,7313,0,0,47,2,0,6,1561.0,203,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,246,50,50,11530.0,7,139.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
35,0,4,0.0,0.0,1117.0,1,0,0,3,10,2452,1,10,1,13418,0,0,32,2,0,9,1117.0,113,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,264,35,50,0.0,7,172.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
36,0,3,0.0,0.0,1097.0,1,0,0,1,10,1097,1,10,1,10859,0,0,64,2,0,6,1097.0,392,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,35,0.0,0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
37,0,3,0.0,1.0,84.0,1,0,0,1,10,1297,0,7,1,8532,0,0,0,2,0,5,1297.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,650,25,25,8491.0,5,124.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
38,0,3,1.0,0.0,326.0,1,0,0,1,10,1057,0,5,1,7922,0,0,52,2,0,5,1057.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,25,7310.0,0,30.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
39,0,2,0.0,0.0,0.0,0,0,0,2,10,1152,0,5,2,6040,0,0,0,0,0,6,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,53,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
40,0,3,0.0,0.0,445.0,1,0,5,2,10,1324,0,10,1,8658,0,0,138,2,0,6,1088.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,25,25,4501.0,5,77.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
